user,first_open_date,first_open_hours,first_open_month,first_open_year,dayofweek,age,numscreens,minigame,used_premium_feature,enrolled,liked,enrolled_date,C_check,L_check,S_check,V_check,G_check
183497,2013-05-28,23,5,1,1,32,22,1,0,1,0,2013-05-28,1,1,0,1,1
113896,2013-02-23,1,2,1,5,24,24,0,0,0,0,,0,1,1,1,1
240512,2013-07-06,4,7,1,5,28,36,0,0,1,0,2013-07-06,1,1,0,1,1
228387,2012-11-29,12,11,0,3,36,32,0,0,1,1,2012-11-29,1,1,0,1,1
364014,2013-05-04,10,5,1,5,25,23,0,1,1,0,2013-05-04,0,0,0,1,1
207005,2013-04-08,17,4,1,0,28,16,1,1,1,0,2013-05-10,0,1,0,1,1
68286,2013-07-01,21,7,1,0,31,7,0,0,1,0,2013-07-01,1,0,0,1,0
329660,2013-02-23,3,2,1,5,32,43,0,0,0,0,,1,1,0,1,1
318687,2013-04-07,19,4,1,6,23,30,0,0,1,0,2013-04-07,1,1,1,1,1
251173,2013-06-17,3,6,1,0,44,23,1,0,1,0,2013-06-17,0,1,0,1,1
56909,2013-05-19,7,5,1,6,47,8,0,0,0,0,,0,1,0,1,1
142025,2013-06-09,3,6,1,6,31,73,0,0,1,1,2013-06-09,1,1,0,1,1
210706,2013-03-14,22,3,1,3,28,23,0,1,1,1,2013-03-14,1,1,0,1,1
135820,2012-12-03,17,12,0,0,34,23,0,0,1,1,2012-12-21,1,1,1,0,1
53799,2013-05-23,21,5,1,3,20,12,0,0,0,0,,0,1,0,1,0
15359,2013-01-03,4,1,1,3,36,45,0,0,0,0,,0,0,1,1,1
193240,2013-03-28,10,3,1,3,20,30,0,0,1,0,2013-03-28,0,1,0,1,1
136994,2013-06-29,3,6,1,5,29,13,0,0,0,1,,0,0,0,1,1
105993,2013-06-28,1,6,1,4,20,18,1,0,1,0,2013-07-07,0,0,0,0,1
257582,2013-03-12,15,3,1,1,38,23,1,0,0,1,,1,1,1,1,1
127727,2013-01-27,1,1,1,6,21,19,1,0,1,0,2013-05-14,1,0,0,1,1
47393,2013-06-21,0,6,1,4,24,43,0,0,1,0,2013-06-21,1,1,0,1,1
127106,2013-04-01,13,4,1,0,22,22,0,0,1,0,2013-04-01,1,1,0,1,1
210026,2013-06-21,16,6,1,4,20,53,0,1,0,0,,1,1,0,0,1
366792,2013-04-30,3,4,1,1,18,5,1,0,0,0,,0,0,0,0,1
110936,2013-02-02,21,2,1,5,19,14,0,1,0,0,,0,1,0,0,1
133629,2013-03-26,17,3,1,1,27,16,0,0,1,0,2013-06-23,1,1,0,0,1
162341,2013-07-03,17,7,1,2,19,14,0,0,0,0,,1,1,0,1,1
198144,2013-06-14,14,6,1,4,35,15,1,0,1,0,2013-06-14,1,0,0,1,0
45932,2013-07-08,0,7,1,0,47,5,0,0,0,0,,0,0,0,0,0
353645,2013-06-01,18,6,1,5,30,28,0,0,1,1,2013-06-01,1,1,0,1,1
48428,2013-06-16,7,6,1,6,17,3,0,0,0,0,,0,0,0,0,1
318698,2012-12-20,5,12,0,3,30,27,0,0,1,0,2012-12-20,1,1,1,1,0
152487,2013-04-02,20,4,1,1,19,31,0,0,1,0,2013-04-02,1,1,0,1,1
220715,2013-05-29,11,5,1,2,29,29,0,0,1,0,2013-05-29,0,1,0,1,1
149522,2013-03-28,22,3,1,3,28,32,0,0,1,0,2013-05-18,0,1,0,1,1
235512,2013-04-12,23,4,1,4,24,32,1,0,1,0,2013-04-12,1,1,0,1,1
317350,2012-12-15,5,12,0,5,50,18,0,0,1,0,2012-12-15,1,1,0,1,1
116337,2013-02-06,21,2,1,2,20,38,0,0,1,0,2013-02-06,1,0,0,1,1
129486,2013-06-11,1,6,1,1,37,12,0,0,0,0,,0,1,0,0,0
279062,2013-01-22,2,1,1,1,20,21,0,0,1,1,2013-01-22,0,1,0,1,1
311723,2013-06-19,4,6,1,2,31,58,0,0,1,0,2013-07-08,1,1,1,1,1
318373,2013-04-03,11,4,1,2,33,9,0,0,1,0,2013-04-03,0,0,0,1,1
74383,2013-01-09,14,1,1,2,30,19,1,0,1,0,2013-03-24,1,0,0,1,1
312836,2013-03-27,13,3,1,2,40,5,0,0,1,0,2013-03-29,1,1,0,0,1
185975,2013-03-15,0,3,1,4,41,12,1,0,1,0,2013-03-15,1,1,0,1,1
24450,2013-05-27,21,5,1,0,26,1,1,0,1,0,2013-05-27,0,0,0,1,0
89439,2013-04-14,0,4,1,6,49,11,0,0,0,0,,1,1,0,0,1
177748,2013-03-11,17,3,1,0,38,16,0,0,1,0,2013-03-11,0,1,0,1,1
222060,2013-03-12,14,3,1,1,25,15,0,1,0,0,,1,1,0,0,1
289416,2013-03-24,21,3,1,6,24,26,0,0,1,1,2013-03-24,1,1,0,1,1
93391,2012-11-27,0,11,0,1,45,3,0,0,0,0,,0,1,0,0,0
114651,2013-05-15,13,5,1,2,27,33,0,0,1,0,2013-05-15,1,0,0,1,1
130599,2013-02-05,0,2,1,1,26,27,0,0,1,1,2013-02-05,1,1,0,1,1
331351,2013-03-23,8,3,1,5,28,25,0,0,1,0,2013-03-23,1,1,0,0,1
262692,2013-05-22,18,5,1,2,38,51,1,0,1,0,2013-05-22,1,1,0,1,1
56657,2013-05-28,14,5,1,1,23,27,0,0,1,0,2013-05-28,1,1,0,1,1
247650,2013-06-02,21,6,1,6,19,10,0,0,0,0,,0,0,0,1,1
353513,2013-02-26,20,2,1,1,29,7,0,0,1,1,2013-03-08,0,0,0,1,0
235394,2012-11-24,3,11,0,5,26,48,0,0,0,0,,0,1,0,1,1
71308,2012-12-22,22,12,0,5,26,18,0,0,1,1,2012-12-22,1,1,0,1,1
56340,2013-01-05,12,1,1,5,41,18,1,0,0,0,,1,1,0,0,1
9585,2013-04-30,3,4,1,1,21,5,0,0,0,0,,0,0,0,1,0
154136,2013-07-08,1,7,1,0,45,33,0,1,0,1,,1,1,1,0,0
217267,2013-01-21,5,1,1,0,41,14,0,0,1,0,2013-03-11,1,1,0,1,0
307014,2013-03-22,21,3,1,4,21,46,0,0,1,0,2013-03-22,1,1,0,1,1
263583,2013-05-31,15,5,1,4,21,28,0,0,0,0,,1,1,0,1,1
244491,2013-03-10,20,3,1,6,48,25,0,0,1,0,2013-03-10,1,1,0,1,1
287625,2013-04-19,17,4,1,4,33,29,0,0,1,0,2013-04-19,1,0,0,1,1
279040,2013-03-24,15,3,1,6,33,20,0,0,0,0,,0,1,0,1,1
328122,2013-05-28,22,5,1,1,33,26,0,0,0,0,,0,1,0,1,1
361603,2012-12-05,0,12,0,2,30,25,0,1,0,0,,1,1,0,0,1
292799,2012-12-07,20,12,0,4,40,7,0,0,1,0,2013-02-08,0,1,0,0,0
100999,2013-02-16,14,2,1,5,25,62,0,0,1,0,2013-02-16,1,1,1,1,1
87780,2013-06-22,2,6,1,5,29,39,0,0,1,1,2013-06-22,1,1,0,1,1
110161,2013-07-03,23,7,1,2,22,10,0,0,0,0,,0,0,0,1,1
339672,2013-05-10,14,5,1,4,23,52,0,0,0,0,,0,1,0,1,1
355734,2013-05-05,3,5,1,6,30,39,0,0,1,1,2013-05-05,1,1,0,1,1
232508,2013-02-20,21,2,1,2,27,6,0,0,0,0,,1,1,0,0,0
367522,2013-03-23,21,3,1,5,24,21,0,0,1,0,2013-06-24,1,1,0,1,1
142729,2013-01-29,0,1,1,1,29,14,0,0,1,1,2013-05-18,1,1,0,0,1
370109,2012-11-29,20,11,0,3,37,35,0,0,0,0,,1,1,0,1,1
326911,2013-01-18,9,1,1,4,25,3,0,0,0,0,,0,0,0,0,1
21852,2013-02-23,22,2,1,5,28,25,0,1,1,0,2013-02-23,0,1,0,1,1
4328,2013-03-30,11,3,1,5,30,58,0,0,0,0,,1,1,0,0,1
106872,2013-06-13,17,6,1,3,36,1,0,1,1,0,2013-07-06,0,0,0,0,0
211747,2013-04-16,21,4,1,1,38,3,0,1,0,0,,0,0,0,0,0
160574,2013-01-23,1,1,1,2,22,8,0,0,1,0,2013-01-24,0,1,0,0,0
267852,2013-01-27,14,1,1,6,20,23,0,0,1,1,2013-01-27,0,0,0,1,1
129140,2013-05-09,12,5,1,3,48,4,0,0,1,1,2013-05-16,0,0,0,0,0
298856,2013-04-06,22,4,1,5,17,31,0,0,0,0,,1,1,0,1,1
126887,2013-04-28,23,4,1,6,19,39,0,0,1,0,2013-04-28,1,1,0,1,1
122427,2013-04-03,16,4,1,2,43,14,0,0,1,0,2013-04-03,1,1,0,0,1
140588,2013-04-27,23,4,1,5,49,4,0,0,0,0,,0,1,0,0,0
127200,2012-11-28,15,11,0,2,38,28,0,1,0,0,,1,1,0,0,1
272154,2012-12-10,1,12,0,0,49,1,0,0,0,0,,0,0,0,0,0
98024,2013-05-27,15,5,1,0,17,32,0,0,1,1,2013-05-27,1,0,0,1,1
196205,2013-03-07,15,3,1,3,24,114,0,0,1,0,2013-03-07,1,1,0,1,1
127606,2013-03-14,8,3,1,3,48,18,0,0,1,0,2013-03-14,1,1,1,1,1
79176,2013-06-26,3,6,1,2,27,13,1,0,0,0,,1,1,0,1,1
73350,2013-05-11,9,5,1,5,28,16,1,0,1,0,2013-05-15,1,1,0,0,1
352407,2013-04-26,13,4,1,4,21,10,0,0,0,0,,0,0,0,1,1
139096,2013-05-23,16,5,1,3,54,4,0,0,1,0,2013-06-07,0,0,0,0,0
99483,2013-03-01,19,3,1,4,24,21,0,0,1,0,2013-03-01,1,1,0,1,1
117381,2013-03-13,15,3,1,2,22,26,0,1,0,0,,1,1,0,0,1
42869,2013-01-27,21,1,1,6,36,25,0,0,0,0,,1,1,0,0,1
45777,2013-04-14,23,4,1,6,29,12,0,1,1,1,2013-04-15,0,1,0,1,0
354430,2013-03-21,11,3,1,3,32,17,0,0,1,0,2013-03-21,0,0,1,1,0
264542,2013-01-22,1,1,1,1,53,18,0,0,0,1,,1,1,0,0,1
119450,2012-12-06,20,12,0,3,23,15,0,0,0,0,,0,0,0,1,0
184054,2012-12-26,19,12,0,2,21,20,0,1,1,0,2012-12-26,1,1,0,1,1
6705,2013-06-22,2,6,1,5,28,18,0,0,0,0,,0,0,0,1,1
365709,2013-01-03,13,1,1,3,29,18,0,0,0,1,,0,0,0,1,0
194893,2013-04-24,4,4,1,2,33,21,0,0,1,0,2013-04-24,1,1,0,1,1
229444,2013-02-07,12,2,1,3,33,15,0,0,1,0,2013-02-07,0,0,0,1,1
289462,2013-04-18,3,4,1,3,24,30,0,0,1,0,2013-05-18,1,1,0,1,1
57073,2012-12-10,21,12,0,0,32,6,0,1,0,0,,1,0,0,0,1
74247,2013-05-18,20,5,1,5,27,20,1,1,1,0,2013-05-18,0,0,0,1,1
228360,2013-05-14,7,5,1,1,53,16,0,0,1,0,2013-05-14,0,1,0,1,0
363612,2013-05-30,0,5,1,3,56,13,0,0,1,0,2013-05-30,1,1,0,0,1
351094,2013-01-18,6,1,1,4,16,21,0,0,1,0,2013-01-18,1,0,0,1,1
6323,2013-01-22,0,1,1,1,38,16,1,0,1,1,2013-02-09,1,1,0,0,1
181976,2013-01-28,18,1,1,0,21,11,0,0,0,0,,0,1,0,1,1
350171,2013-06-24,1,6,1,0,31,31,0,0,1,0,2013-06-24,1,1,0,1,1
109169,2013-02-05,21,2,1,1,30,6,0,0,0,0,,1,0,0,0,1
179717,2013-06-09,11,6,1,6,18,7,0,0,0,1,,1,1,0,0,0
274325,2013-06-08,22,6,1,5,24,13,0,0,0,0,,0,1,0,1,1
68256,2013-05-15,23,5,1,2,22,11,1,0,1,0,2013-05-15,1,0,0,1,1
326586,2013-03-30,22,3,1,5,23,17,0,0,1,0,2013-03-30,1,1,0,1,1
40778,2013-06-22,0,6,1,5,19,33,0,0,1,0,2013-06-22,1,1,0,1,1
164219,2013-02-09,10,2,1,5,32,21,0,0,1,1,2013-02-09,1,1,0,1,1
69409,2013-02-22,7,2,1,4,25,60,0,1,1,0,2013-02-22,1,1,0,1,1
367600,2013-06-18,7,6,1,1,21,28,0,0,1,0,2013-06-18,1,1,0,1,1
79195,2013-06-25,19,6,1,1,40,10,0,0,0,0,,1,0,0,0,0
334078,2013-07-01,3,7,1,0,28,2,1,0,0,1,,0,0,0,0,0
310364,2013-05-09,5,5,1,3,49,45,0,1,1,0,2013-05-09,1,1,1,1,1
34801,2013-01-31,13,1,1,3,28,13,0,0,1,0,2013-01-31,1,1,0,1,1
197134,2013-05-31,14,5,1,4,23,24,1,1,1,0,2013-05-31,1,1,1,0,1
303175,2013-04-03,19,4,1,2,25,4,0,0,0,0,,1,0,0,0,1
55095,2013-06-03,18,6,1,0,39,3,0,0,0,0,,0,0,0,0,1
194265,2013-06-21,22,6,1,4,25,40,0,1,1,0,2013-06-21,1,1,0,1,1
45249,2013-06-23,17,6,1,6,39,19,0,0,0,0,,1,1,0,0,1
220202,2013-03-17,14,3,1,6,29,3,0,0,0,1,,0,0,0,0,0
226923,2012-12-28,23,12,0,4,20,10,0,0,0,0,,0,1,0,0,0
77281,2013-02-05,19,2,1,1,18,23,0,0,1,0,2013-02-05,0,1,0,1,1
112646,2013-05-05,21,5,1,6,44,1,0,0,0,0,,0,0,0,0,1
220775,2013-05-24,14,5,1,4,28,13,0,0,1,0,2013-05-24,1,1,0,1,1
314238,2013-02-09,17,2,1,5,30,25,0,0,1,1,2013-02-09,1,1,0,1,1
343227,2013-06-10,1,6,1,0,33,29,1,1,1,0,2013-06-10,1,1,0,1,1
148006,2013-04-23,15,4,1,1,23,13,1,0,1,0,2013-04-23,1,1,0,1,0
281278,2013-02-01,6,2,1,4,37,5,0,0,0,0,,0,0,0,1,1
127665,2013-06-19,19,6,1,2,20,5,0,0,1,0,2013-06-20,1,1,0,0,0
310196,2013-06-05,22,6,1,2,28,2,0,0,1,0,2013-06-07,0,1,0,0,0
97405,2013-05-10,16,5,1,4,32,7,0,0,1,0,2013-05-12,1,0,0,0,1
126,2013-01-29,10,1,1,1,21,6,0,0,0,1,,1,1,0,1,0
104940,2013-03-10,23,3,1,6,20,34,0,0,0,0,,1,1,0,0,1
252682,2012-12-15,23,12,0,5,36,12,0,0,0,0,,0,0,0,1,0
172292,2012-11-27,15,11,0,1,34,40,0,1,1,0,2012-11-27,1,1,1,1,1
245752,2013-03-20,3,3,1,2,45,33,0,1,0,0,,1,1,1,0,1
96280,2013-05-13,18,5,1,0,55,25,0,0,1,0,2013-05-13,1,1,0,1,1
370330,2012-12-28,5,12,0,4,34,22,0,0,0,0,,0,0,0,1,0
214191,2013-05-08,3,5,1,2,27,6,0,0,0,0,,0,0,0,0,0
34088,2013-07-05,15,7,1,4,41,10,0,0,1,0,2013-07-05,1,0,0,1,1
79982,2013-02-22,1,2,1,4,23,9,0,0,1,0,2013-02-22,0,0,0,1,0
103720,2013-04-28,13,4,1,6,24,18,0,1,1,1,2013-04-28,1,1,0,1,1
65769,2013-01-29,18,1,1,1,22,49,0,0,1,0,2013-01-29,1,1,0,1,1
44717,2013-01-20,23,1,1,6,22,30,0,0,1,0,2013-01-20,1,1,0,1,1
220147,2013-01-03,14,1,1,3,33,12,0,0,0,0,,0,0,0,1,1
80212,2013-01-30,4,1,1,2,23,34,1,0,1,1,2013-02-24,0,1,0,0,1
105176,2013-04-24,3,4,1,2,18,10,0,0,0,0,,1,1,0,1,1
281760,2012-12-18,1,12,0,1,23,18,0,0,0,1,,1,1,0,1,1
263686,2013-06-18,20,6,1,1,28,12,0,0,0,0,,0,1,0,0,0
189910,2013-04-25,11,4,1,3,36,25,0,0,1,1,2013-04-25,1,1,0,1,1
99247,2013-01-13,17,1,1,6,42,16,0,0,1,0,2013-01-13,0,0,0,1,1
213075,2013-04-20,14,4,1,5,23,30,0,0,1,1,2013-04-20,1,0,0,1,1
20897,2012-11-29,17,11,0,3,22,21,0,0,1,0,2012-12-08,0,1,0,1,1
164715,2013-02-25,7,2,1,0,27,27,0,0,1,1,2013-02-25,1,0,0,1,1
318228,2013-06-03,17,6,1,0,35,17,0,1,0,0,,0,1,0,1,1
241451,2012-12-16,4,12,0,6,36,21,0,1,0,1,,1,1,0,1,1
213545,2013-01-03,2,1,1,3,32,40,0,0,0,1,,1,1,1,1,1
291180,2013-02-01,13,2,1,4,35,4,0,1,0,0,,0,1,0,0,0
185759,2012-11-24,1,11,0,5,35,68,1,1,0,0,,1,1,1,0,1
347866,2012-12-26,1,12,0,2,23,18,0,0,1,0,2012-12-26,1,1,0,1,0
280573,2013-03-23,5,3,1,5,51,28,0,0,1,0,2013-03-23,1,0,0,1,1
205483,2013-02-13,15,2,1,2,48,45,0,0,1,0,2013-02-13,0,1,1,1,1
277878,2013-01-20,18,1,1,6,38,4,1,1,1,1,2013-06-01,0,1,0,0,0
40022,2013-05-24,16,5,1,4,18,34,0,0,1,1,2013-05-24,1,1,0,1,1
286475,2012-12-02,2,12,0,6,48,61,0,0,0,0,,0,1,1,1,1
334203,2013-05-14,0,5,1,1,25,26,1,1,1,0,2013-05-14,1,1,0,1,1
124239,2013-05-15,17,5,1,2,30,20,0,1,1,0,2013-05-15,0,1,0,1,1
272904,2013-06-09,18,6,1,6,22,17,0,0,0,1,,1,1,0,0,1
222913,2013-02-17,16,2,1,6,26,15,0,0,0,1,,0,0,0,1,0
142869,2013-05-24,12,5,1,4,51,16,0,0,1,1,2013-05-30,0,1,0,0,1
28745,2013-02-27,17,2,1,2,28,44,0,0,1,0,2013-03-12,1,1,0,1,1
229326,2013-06-21,4,6,1,4,41,52,0,0,1,0,2013-06-21,1,1,0,1,1
149293,2012-12-29,0,12,0,5,43,12,0,0,1,0,2012-12-29,1,0,1,1,1
352202,2013-05-10,16,5,1,4,23,21,0,1,1,0,2013-05-10,0,0,0,1,1
53626,2013-06-04,16,6,1,1,40,16,0,0,0,1,,1,1,0,0,1
351345,2013-04-05,23,4,1,4,30,13,0,0,1,0,2013-04-21,0,1,0,1,0
313261,2013-02-14,20,2,1,3,27,7,0,0,0,0,,1,1,0,0,0
156507,2012-12-29,6,12,0,5,18,4,0,0,0,0,,0,0,0,1,1
220814,2013-04-28,15,4,1,6,20,5,0,0,0,0,,1,0,0,0,1
311998,2012-12-13,16,12,0,3,36,16,0,1,1,0,2013-03-04,1,1,0,0,1
43962,2013-02-19,17,2,1,1,41,40,1,1,0,0,,1,1,0,0,1
66538,2013-06-12,21,6,1,2,21,15,0,0,0,0,,0,0,0,1,1
140447,2013-04-27,8,4,1,5,31,30,0,0,0,1,,0,1,0,1,1
69064,2013-03-15,20,3,1,4,16,8,0,0,0,0,,0,0,0,1,1
199035,2013-06-11,18,6,1,1,49,16,0,0,1,1,2013-06-11,1,0,0,1,1
104987,2013-07-01,5,7,1,0,45,35,0,0,1,0,2013-07-01,1,1,0,1,0
299449,2013-05-07,22,5,1,1,39,9,0,0,1,0,2013-06-12,0,0,0,0,0
72859,2013-07-02,16,7,1,1,32,42,0,0,1,0,2013-07-02,1,1,0,1,1
237946,2013-05-09,15,5,1,3,22,33,0,0,1,0,2013-05-10,0,1,0,1,1
162528,2013-04-26,3,4,1,4,18,15,0,0,0,0,,1,0,0,1,1
108088,2013-05-24,4,5,1,4,22,9,0,0,0,0,,0,1,0,1,1
276849,2013-02-16,1,2,1,5,36,1,1,1,0,0,,0,0,0,0,0
158111,2013-06-21,1,6,1,4,29,16,0,1,1,0,2013-06-27,0,1,0,0,1
279591,2013-04-27,14,4,1,5,42,17,0,0,1,0,2013-04-27,0,0,0,1,0
158065,2013-02-18,7,2,1,0,35,55,0,0,1,0,2013-02-18,1,0,1,1,1
127835,2012-11-28,14,11,0,2,29,35,0,0,1,0,2012-11-28,0,1,1,0,1
206397,2013-03-03,2,3,1,6,32,16,0,1,0,0,,1,1,0,1,0
92905,2012-12-17,18,12,0,0,28,28,0,0,0,0,,1,1,0,0,1
355073,2013-04-29,22,4,1,0,37,14,0,0,0,0,,1,1,0,0,1
209008,2013-05-07,20,5,1,1,22,69,0,0,1,0,2013-05-07,1,1,0,1,1
5150,2013-03-24,19,3,1,6,23,9,0,0,1,0,2013-03-24,0,0,0,1,1
345140,2013-02-16,12,2,1,5,41,6,0,0,1,1,2013-02-16,0,0,0,0,1
184581,2012-11-29,14,11,0,3,24,56,0,0,1,0,2012-11-29,1,1,1,1,1
52412,2013-05-10,4,5,1,4,29,14,0,0,1,0,2013-05-10,1,0,0,1,1
241336,2013-06-19,13,6,1,2,39,7,0,0,0,0,,1,0,0,0,1
69365,2013-05-30,18,5,1,3,21,23,0,1,1,1,2013-05-30,1,1,0,1,1
214767,2013-01-22,19,1,1,1,25,19,0,0,1,0,2013-02-27,1,0,0,1,1
106264,2013-06-02,21,6,1,6,24,2,0,0,0,1,,1,0,0,0,0
249998,2013-04-09,17,4,1,1,19,10,0,0,0,0,,0,0,0,1,1
118214,2013-05-28,17,5,1,1,30,27,0,1,1,0,2013-05-28,0,1,0,1,1
128272,2013-06-22,11,6,1,5,27,18,0,0,1,0,2013-06-22,1,1,0,1,1
349302,2013-03-25,23,3,1,0,24,11,0,0,1,0,2013-03-25,0,0,0,1,1
73513,2013-05-29,2,5,1,2,47,26,0,0,0,1,,0,1,0,1,1
253390,2012-12-24,2,12,0,0,25,14,0,1,0,0,,1,1,0,1,1
335865,2013-07-05,20,7,1,4,39,10,0,0,0,0,,1,1,0,0,1
359645,2013-02-28,0,2,1,3,35,19,0,0,1,0,2013-02-28,0,1,0,1,1
50162,2013-01-28,6,1,1,0,27,16,1,0,1,0,2013-03-05,0,0,0,1,1
346146,2013-02-04,7,2,1,0,44,4,0,0,1,0,2013-02-04,0,0,0,0,1
358264,2012-12-28,23,12,0,4,29,5,0,0,0,0,,0,0,0,0,0
93160,2013-05-10,18,5,1,4,32,20,0,0,1,1,2013-05-10,0,1,0,1,1
138085,2012-12-19,16,12,0,2,41,5,0,0,0,1,,0,1,0,0,1
232480,2013-06-27,6,6,1,3,31,17,0,0,1,0,2013-06-27,0,0,0,1,1
67493,2012-12-26,17,12,0,2,50,37,0,0,0,0,,0,1,1,1,1
280266,2013-02-24,2,2,1,6,26,19,0,0,1,0,2013-02-24,0,0,0,1,1
222480,2013-03-05,10,3,1,1,30,11,0,0,1,0,2013-03-06,0,0,0,1,1
366954,2013-01-26,18,1,1,5,22,6,0,0,0,0,,0,0,0,0,1
236756,2013-06-05,7,6,1,2,22,38,0,0,1,0,2013-06-05,1,1,0,1,1
191271,2013-07-05,15,7,1,4,32,16,0,0,0,0,,1,1,0,1,0
125167,2013-03-07,6,3,1,3,39,10,0,0,1,0,2013-03-07,1,0,0,1,1
258836,2013-05-20,14,5,1,0,25,57,1,1,1,0,2013-05-20,1,1,1,1,1
345783,2013-07-08,14,7,1,0,22,19,0,0,1,0,2013-07-08,1,1,0,1,1
54951,2013-02-23,20,2,1,5,28,21,0,0,0,0,,1,1,0,1,1
353930,2013-05-26,20,5,1,6,18,49,1,1,1,0,2013-06-01,0,1,1,1,1
256063,2013-05-28,1,5,1,1,21,34,0,0,1,0,2013-05-28,1,1,0,1,1
291676,2013-02-18,12,2,1,0,28,26,0,0,0,0,,1,1,0,1,1
97466,2013-02-14,15,2,1,3,38,6,0,0,1,0,2013-02-14,0,0,0,0,0
352491,2013-01-05,0,1,1,5,56,8,0,0,1,0,2013-01-05,1,1,0,1,1
80112,2013-07-07,16,7,1,6,24,12,0,0,1,0,2013-07-07,0,1,0,1,1
26833,2013-05-17,14,5,1,4,26,27,0,0,1,0,2013-05-17,0,1,0,1,1
367422,2012-11-29,15,11,0,3,20,24,0,1,0,0,,1,1,0,0,1
132059,2013-02-01,15,2,1,4,29,13,0,0,0,0,,1,1,0,0,1
286506,2013-07-07,17,7,1,6,26,36,0,1,0,0,,0,0,1,1,1
69719,2013-01-10,17,1,1,3,17,15,0,0,1,1,2013-01-10,1,0,1,1,1
199203,2013-03-03,0,3,1,6,20,45,0,1,1,0,2013-03-03,1,1,1,1,1
30579,2013-02-01,12,2,1,4,28,12,0,0,1,0,2013-02-01,0,0,0,1,1
123283,2013-04-18,12,4,1,3,23,14,1,0,1,0,2013-04-18,0,0,0,1,1
18384,2012-12-22,23,12,0,5,26,3,1,0,1,0,2013-05-26,0,0,0,1,0
32450,2013-01-31,5,1,1,3,32,20,0,1,1,0,2013-02-16,1,1,0,0,1
278406,2013-06-27,0,6,1,3,25,38,1,1,1,0,2013-06-27,1,1,0,1,1
72159,2013-01-11,22,1,1,4,34,18,0,0,1,0,2013-01-11,1,1,0,1,1
322898,2012-12-09,22,12,0,6,47,32,0,0,0,0,,0,1,1,1,1
177043,2013-05-30,4,5,1,3,35,7,0,0,1,1,2013-05-30,0,0,0,0,1
366153,2013-03-18,22,3,1,0,26,55,0,0,1,1,2013-03-18,1,1,1,1,1
193238,2013-06-08,21,6,1,5,37,42,0,0,0,0,,0,1,0,1,1
111427,2013-07-08,0,7,1,0,33,18,0,0,1,0,2013-07-08,1,1,0,1,1
74488,2013-02-22,6,2,1,4,56,12,0,0,1,0,2013-02-23,0,0,0,0,1
37172,2013-01-19,18,1,1,5,50,22,0,0,0,0,,0,1,0,1,1
83214,2013-03-08,21,3,1,4,21,2,0,1,0,1,,0,0,0,1,0
338638,2013-03-18,19,3,1,0,51,10,0,0,1,0,2013-03-23,0,0,0,0,0
85571,2013-07-02,21,7,1,1,20,15,0,0,1,0,2013-07-02,1,1,0,1,1
153952,2013-04-04,5,4,1,3,26,30,1,1,1,0,2013-04-04,1,1,0,1,1
324345,2013-02-14,7,2,1,3,54,7,0,0,0,0,,0,1,0,0,1
322721,2013-01-30,2,1,1,2,23,18,0,1,1,0,2013-02-03,0,1,0,1,1
365842,2013-04-22,18,4,1,0,18,14,0,0,1,0,2013-04-22,0,1,0,1,1
81617,2013-02-03,22,2,1,6,18,11,0,0,1,0,2013-02-03,1,0,0,1,1
71618,2013-01-31,17,1,1,3,29,33,0,0,1,0,2013-01-31,0,1,0,1,1
317689,2013-02-22,3,2,1,4,29,2,0,0,1,0,2013-02-24,0,0,0,0,0
4339,2013-02-17,3,2,1,6,31,21,0,1,0,0,,0,1,0,0,1
278763,2013-01-18,17,1,1,4,29,42,0,0,1,0,2013-01-18,1,1,0,1,0
248575,2013-06-29,19,6,1,5,36,16,0,0,0,0,,0,1,0,0,1
45898,2013-05-09,21,5,1,3,34,18,1,0,1,0,2013-05-09,1,0,0,1,1
172726,2012-12-09,22,12,0,6,33,44,1,0,0,0,,1,1,0,0,1
2387,2013-03-12,0,3,1,1,30,70,0,0,0,0,,1,1,0,1,1
338832,2013-01-27,6,1,1,6,32,9,0,0,0,0,,0,0,0,1,1
91914,2012-12-20,4,12,0,3,34,11,0,0,0,1,,0,1,0,1,1
84211,2013-05-15,16,5,1,2,27,22,0,0,1,0,2013-05-15,1,1,0,1,1
275385,2013-05-02,1,5,1,3,37,29,0,0,1,0,2013-05-02,1,1,0,1,1
299688,2013-01-23,13,1,1,2,55,2,0,0,1,1,2013-01-31,0,0,0,1,0
236454,2012-11-29,0,11,0,3,32,57,0,0,0,1,,1,1,0,1,1
146270,2013-05-31,5,5,1,4,28,10,0,0,0,0,,0,1,0,0,1
83967,2013-05-01,1,5,1,2,32,15,0,0,0,0,,1,1,0,0,1
248328,2013-07-03,0,7,1,2,46,17,0,0,0,0,,1,1,0,0,1
147311,2013-02-12,20,2,1,1,31,41,0,0,1,0,2013-02-12,1,1,0,1,1
259020,2012-12-24,16,12,0,0,30,17,0,0,0,0,,1,1,0,1,0
162408,2013-06-30,5,6,1,6,37,10,0,1,0,0,,1,1,0,0,1
305201,2013-04-16,18,4,1,1,34,23,0,1,0,1,,1,1,0,0,1
7852,2013-06-26,2,6,1,2,37,6,1,0,1,0,2013-07-06,0,0,0,0,0
93132,2013-02-16,16,2,1,5,29,4,0,0,1,0,2013-02-16,0,0,0,0,0
39580,2013-07-04,4,7,1,3,35,18,0,0,1,0,2013-07-04,0,1,0,1,1
